council_district,street_name,block_range,limits,schedule,add_schedule
8,LOGAN AV,2700 - 2799,KEARNY AV - S 28TH ST,"Not Posted, Both Sides 2nd Fri",
8,LOGAN AV,2800 - 2899,S 28TH ST - S 29TH ST,"Not Posted, Both Sides 2nd Fri",
8,LOGAN AV,2900 - 2999,S 29TH ST - S 30TH ST,"Not Posted, Both Sides 2nd Fri",
8,LOGAN AV,3000 - 3099,S 30TH ST - S 31ST ST,"Not Posted, Both Sides 2nd Fri",
8,LOGAN AV,3100 - 3199,S 31ST ST - S 32ND ST,"Not Posted, Both Sides 2nd Fri",
8,LOGAN AV,3200 - 3299,S 32ND ST - S 33RD ST,"Not Posted, Both Sides 2nd Fri",
8,LOGAN AV,3300 - 3399,S 33RD ST - S GREGORY ST,"Not Posted, Both Sides 2nd Fri",
8,LONJA WY,1740 - 1799,BEGIN - DON PANCHO WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LONJA WY,1800 - 1839,DON PANCHO WY - EL PORVENIR WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,LOUISIANA AV,100 - 129,E SAN YSIDRO BL - END,"Not Posted, Both Sides Wed",
8,LUNGOS CT,2700 - 2715,LANAO LN - MINDANAO WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,LUNGOS CT,2716 - 2789,MINDANAO WY - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,LYNCH LN,3500 - 3549,GLANCY DR - NAYLOR RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,LYNDHURST TR,700 - 719,OCEAN VIEW HILLS PY - EBBTIDE WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,LYNDHURST TR,720 - 799,EBBTIDE WY - GOLDEN SANDS PL,"Not Posted, Both Sides Odd Month 4th Fri",
8,LYNDHURST TR,800 - 849,GOLDEN SANDS PL - KENTMERE TR,"Not Posted, Both Sides Odd Month 4th Fri",
8,LYNDHURST TR,850 - 899,KENTMERE TR - FALCONHURST TR,"Not Posted, Both Sides Odd Month 4th Fri",
8,MABUHAY WY,2200 - 2249,KAANAPALI WY - POIPU WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,MABUHAY WY,2250 - 2299,POIPU WY - WAILEA WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,MABUHAY WY,2300 - 2399,WAILEA WY - LEILANI WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,MADDEN AV,1000 - 1069,CAULFIELD DR - FLAX DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADDEN AV,1070 - 1099,FLAX DR - CORONADO (SB) AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADDEN AV,1100 - 1119,CORONADO (SB) AV - SEWELL AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADDEN AV,800 - 839,BEYER BL - DAHLIA AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADDEN AV,840 - 899,DAHLIA AV - DONAX AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADDEN AV,900 - 919,DONAX AV - BARBOUR DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADDEN AV,920 - 959,BARBOUR DR - MADDEN CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADDEN AV,960 - 999,MADDEN CT - CAULFIELD DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADDEN CT,2800 - 2899,BEGIN - MADDEN AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADRESELVA WY,2100 - 2199,RODEAR RD - RISUENO CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADRESELVA WY,2200 - 2249,RISUENO CT - SIMPATICO CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MADRESELVA WY,2250 - 2299,SIMPATICO CT - HONESTIDAD RD,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MAGELLAN ST,3060 - 3199,HAWAII AV - REEF DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,MAGUIRE RD,3520 - 3549,HIRES WY - ELLINGER PL,"Not Posted, Both Sides Odd Month 4th Fri",
8,MAGUIRE RD,3550 - 3619,ELLINGER PL - DEAVER LN,"Not Posted, Both Sides Odd Month 4th Fri",
8,MAIN ST,3300 - 3349,WABASH BL - RIGEL ST,"Not Posted, Both Sides Tue",
8,MAIN ST,3350 - 3399,RIGEL ST - SIVA ST,"Not Posted, Both Sides Tue",
8,MAIN ST,3400 - 3499,SIVA ST - THOR ST,"Not Posted, Both Sides Tue",
8,MAIN ST,3500 - 3599,THOR ST - UNA ST,"Not Posted, Both Sides Tue",
8,MAIN ST,3600 - 3699,UNA ST - VESTA ST,"Not Posted, Both Sides Tue",
8,MAIN ST,3700 - 3749,VESTA ST - WODEN ST,"Not Posted, Both Sides Tue",
8,MAIN ST,3750 - 3809,WODEN ST - DIVISION ST,"Not Posted, Both Sides Tue",
8,MAITLAND AV,500 - 599,LINDBERGH ST - CHANUTE ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,MAJESTIC DR,3450 - 3579,BEGIN - FOREST GLEN RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,MAJESTIC DR,3580 - 3599,FOREST GLEN RD - PICADOR BL,"Not Posted, Both Sides Odd Month 4th Fri",
8,MAKAHA WY,2900 - 2999,KAANAPALI WY - MOLOKAI WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,MANNING WY,700 - 899,PALM (SB) AV - ELM AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCIA CT,4300 - 4399,NEVIN ST - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCONI CT,2300 - 2399,BEGIN - MARCONI DR,"Not Posted, Both Sides Wed",
8,MARCONI DR,10000 - 10149,MARCONI PL - ENRICO FERMI DR,"Not Posted, Both Sides Wed",
8,MARCONI DR,9750 - 9849,PASEO DE LAS AMERICA - MARCONI CT,"Not Posted, Both Sides Wed",
8,MARCONI DR,9850 - 9949,MARCONI CT - MICHAEL FARADAY DR,"Not Posted, Both Sides Wed",
8,MARCONI DR,9950 - 9999,MICHAEL FARADAY DR - MARCONI PL,"Not Posted, Both Sides Wed",
8,MARCONI PL,2300 - 2399,BEGIN - MARCONI DR,"Not Posted, Both Sides Wed",
8,MARCWADE CT,3800 - 3899,OTONO ST - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCWADE DR,3900 - 3959,PICCARD AV - KENALAN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCWADE DR,3960 - 4099,KENALAN DR - PETERLYNN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCWADE DR,4100 - 4149,PETERLYNN DR - TWINING AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCWADE DR,4150 - 4199,TWINING AV - ILEXEY AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCWADE DR,4200 - 4229,ILEXEY AV - KOSTNER DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCWADE DR,4230 - 4399,KOSTNER DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARCY AV,2600 - 2699,KEARNY AV - S 27TH ST,"Not Posted, Both Sides 2nd Fri",
8,MARCY AV,2700 - 2749,S 27TH ST - JULIAN AV,"Not Posted, Both Sides 2nd Fri",
8,MARCY AV,2750 - 2799,JULIAN AV - S 28TH ST,"Not Posted, Both Sides 2nd Fri",
8,MARCY AV,2900 - 2999,S 29TH ST - S 30TH ST,"Not Posted, Both Sides Every Other Tue",
8,MARGE WY,4230 - 4269,KOSTNER DR - RANSOM ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARGE WY,4270 - 4299,RANSOM ST - NEVIN ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARGE WY,4300 - 4349,NEVIN ST - FIRETHORN ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARINE VIEW AV,3900 - 3969,I-5 NB ON RA - ANTHONY DR,"Not Posted, Both Sides 2nd Fri",
8,MARINE VIEW AV,3970 - 3999,ANTHONY DR - S 40TH ST,"Not Posted, Both Sides 2nd Fri",
8,MARINE VIEW AV,4000 - 4039,S 40TH ST - S 41ST ST,"Not Posted, Both Sides 2nd Fri",
8,MARINE VIEW AV,4040 - 4199,S 41ST ST - DIVISION ST,"Not Posted, Both Sides 2nd Fri",
8,MARKET ST,1700 - 1899,17TH ST - 19TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,1900 - 1999,19TH ST - 20TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2000 - 2099,20TH ST - 21ST ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2100 - 2199,21ST ST - 22ND ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2200 - 2399,22ND ST - 24TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2400 - 2499,24TH ST - 25TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2500 - 2599,25TH ST - 26TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2600 - 2699,26TH ST - 27TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2700 - 2799,27TH ST - 28TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2800 - 2899,28TH ST - 29TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2900 - 2949,29TH ST - DODSON ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,2950 - 2999,DODSON ST - 30TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,3000 - 3099,30TH ST - 31ST ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,3100 - 3199,31ST ST - 32ND ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,3200 - 3259,32ND ST - 33RD ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,3260 - 3299,33RD ST - 33RD ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARKET ST,3300 - 3599,33RD ST - 36TH ST,"Posted (8am - 10am), SS Thu, NS Tue",
8,MARSH HARBOR DR,460 - 479,BEGIN - RED CORAL LN,"Not Posted, Both Sides Odd Month 4th Fri",
8,MARSH HARBOR DR,480 - 499,RED CORAL LN - SEA ISLE DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,MARSH HARBOR DR,500 - 599,SEA ISLE DR - REGATTA LN,"Not Posted, Both Sides Odd Month 4th Fri",
8,MARTIN AV,3000 - 3099,S 30TH ST - S 31ST ST,"Not Posted, Both Sides 2nd Fri",
8,MARTIN AV,3100 - 3199,S 31ST ST - S 32ND ST,"Not Posted, Both Sides 2nd Fri",
8,MARTIN AV,3200 - 3249,S 32ND ST - S BANCROFT ST,"Not Posted, Both Sides 2nd Fri",
8,MARTIN AV,3250 - 3264,S BANCROFT ST - LA BON WY,"Not Posted, Both Sides 2nd Fri",
8,MARTIN AV,3265 - 3299,LA BON WY - S 33RD ST,"Not Posted, Both Sides 2nd Fri",
8,MARTIN AV,3300 - 3399,S 33RD ST - S GREGORY ST,"Not Posted, Both Sides 2nd Fri",
8,MARTINEZ RANCH RD,2600 - 2799,BRISTOW CT - BRITANNIA CT,"Not Posted, Both Sides Thu",
8,MARZO ST,3500 - 3599,AGOSTO ST - DEL SUR BL,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARZO ST,3600 - 3799,DEL SUR BL - PIEDRA ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARZO ST,3800 - 3899,PEQUENA ST - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARZO ST,3900 - 3939,BEGIN - KENALAN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARZO ST,4010 - 4099,BEGIN - PETERLYNN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARZO ST,4100 - 4139,PETERLYNN DR - TWINING AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARZO ST,4140 - 4199,TWINING AV - ILEXEY AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARZO ST,4200 - 4249,ILEXEY AV - KOSTNER DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MARZO ST,4250 - 4289,KOSTNER DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MASTERSON LN,1480 - 1599,BEGIN - CARBINE WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,MASTERSON LN,1600 - 1699,CARBINE WY - CLANTON PL,"Not Posted, Both Sides Odd Month 4th Fri",
8,MASTERSON LN,1700 - 1751,CLANTON PL - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,MATHER AV,500 - 599,LINDBERGH ST - GATTY ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,MC BURNEY CT,2600 - 2699,DESTY ST - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MC LARENS LN,3240 - 3299,BANCROFT ST - 33RD ST,"Not Posted, Both Sides 2nd Fri",
8,MEADOWOOD CT,1700 - 1799,BEGIN - DON PANCHO WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MELKSEE ST,2500 - 2699,AVNDA COSTA BRAVA - KERNS ST,"Not Posted, Both Sides Wed",
8,MENENDEZ CT,1960 - 1999,CHAVEZ RD - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,MESA AV,200 - 259,BEGIN - SEAWARD AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MESA AV,260 - 349,SEAWARD AV - EAST BEYER BL,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MICHAEL FARADAY DR,2100 - 2299,AIRWAY RD - SIEMPRE VIVA RD,"Not Posted, Both Sides Wed",
8,MICHAEL FARADAY DR,2300 - 2399,SIEMPRE VIVA RD - MARCONI DR,"Not Posted, Both Sides Wed",
8,MINDANAO WY,2300 - 2379,CAGAYAN AV - LUNGOS CT,"Not Posted, Both Sides Odd Month 4th Fri",
8,MOLOKAI WY,2200 - 2291,KAANAPALI WY - MAKAHA WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,MOLOKAI WY,2292 - 2399,MAKAHA WY - LEILANI WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,MONTEREY PARK DR,1500 - 1559,IRIS AV - VILLAGE PINE DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MONTEREY PARK DR,1560 - 1589,VILLAGE PINE DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MONTEREY PINE DR,1500 - 1524,IRIS AV - TERRACE PINE DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MONTEREY PINE DR,1525 - 1559,TERRACE PINE DR - VILLAGE PINE DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MONTEREY PINE DR,1560 - 1589,VILLAGE PINE DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MT CARMEL DR,100 - 119,ALAQUINAS DR - PADRE TULLIO DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MT CARMEL DR,120 - 199,PADRE TULLIO DR - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MURRIETA CR,4310 - 4499,POWDERHORN DR - POWDERHORN DR,"Not Posted, Both Sides Odd Month 3rd Fri",
8,MY WY,700 - 799,PALM (SB) AV - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,NARWHAL ST,700 - 899,GRISSOM ST - SCHIRRA ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,NAYLOR RD,3050 - 3099,BIBLER DR - JANSE WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,NAYLOR RD,3100 - 3149,JANSE WY - TRIDLE WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,NAYLOR RD,3150 - 3229,TRIDLE WY - LYNCH LN,"Not Posted, Both Sides Odd Month 4th Fri",
8,NAYLOR RD,3230 - 3299,LYNCH LN - ANELLA RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,NEVIN ST,1100 - 1165,DARWIN WY - MARCIA CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,NEVIN ST,1166 - 1199,MARCIA CT - MARGE WY,"Not Posted, Both Sides Odd Month 3rd Fri",
8,NEW CHATEL DR,1330 - 1399,TOBOGGAN WY - JUDITH AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,NEW CHATEL DR,1400 - 1439,HANSEL DR - JUDITH AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,NEWTON AV,1900 - 2099,DEWEY ST - S EVANS ST,"Not Posted, Both Sides Every Other Tue",
8,NEWTON AV,2800 - 2899,BEGIN - S 29TH ST,"Not Posted, Both Sides 2nd Fri",
8,NEWTON AV,2900 - 2999,S 29TH ST - S 30TH ST,"Not Posted, Both Sides 2nd Fri",
8,NEWTON AV,3000 - 3099,S 30TH ST - S 31ST ST,"Not Posted, Both Sides 2nd Fri",
8,NEWTON AV,3100 - 3199,S 31ST ST - S 32ND ST,"Not Posted, Both Sides 2nd Fri",
8,NEWTON AV,3200 - 3279,S 32ND ST - END,"Not Posted, Both Sides 2nd Fri",
8,NICOLA TESLA CT,9400 - 9499,OTAY CENTER DR - END,"Not Posted, Both Sides Wed",
8,NIELS BOHR CT,2200 - 2299,HEINRICH HERTZ DR - END,"Not Posted, Both Sides Wed",
8,NORDICA AV,4000 - 4099,S 40TH ST - S 41ST ST,"Not Posted, Both Sides 2nd Fri",
8,NORDICA AV,4100 - 4199,S 41ST ST - S 42ND ST,"Not Posted, Both Sides 2nd Fri",
8,NORDICA AV,4200 - 4291,S 42ND ST - S 43RD ST,"Not Posted, Both Sides 2nd Fri",
8,NORSTAD AV,0 - 0,PALM (SB) (FTG) AV - PALM (SB) AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD AV,550 - 599,GATTY ST - CHANUTE ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD AV,600 - 649,CHANUTE ST - BYRD ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD AV,650 - 699,BYRD ST - PALM (SB) (FTG) AV,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD ST,700 - 799,NORSTAD AV - GOODBODY ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD ST,800 - 839,GOODBODY ST - ALASKA ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD ST,840 - 879,ALASKA ST - SCHIRRA ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD ST,880 - 899,SCHIRRA ST - SCHIRRA ST,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD ST,900 - 935,SCHIRRA ST - PLUMBAGO LN,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORSTAD ST,936 - 999,PLUMBAGO LN - AREY DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,NORTH (SB) LN,400 - 449,BEYER BL - AVNDA DE LA CRUZ,"Not Posted, Both Sides Odd Month 3rd Fri",
8,OAKDEN DR,1500 - 1579,IRIS AV - CLAIRTON PL,"Not Posted, Both Sides Odd Month 3rd Fri",
8,OCEAN VIEW BL,1900 - 1949,PUEBLO ST - 25TH ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,1950 - 1999,PUEBLO ST - DEWEY ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,2000 - 2099,DEWEY ST - S EVANS ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,2100 - 2199,S EVANS ST - SAMPSON ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,2200 - 2799,SAMPSON ST - S 28TH ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,2800 - 2899,S 28TH ST - S 29TH ST,"Not Posted, Both Sides Every Other Tue",
8,OCEAN VIEW BL,3000 - 3099,S 30TH ST - S 31ST ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,3100 - 3199,S 31ST ST - S 32ND ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,3200 - 3249,S 32ND ST - S BANCROFT ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,3250 - 3299,S BANCROFT ST - S 33RD ST,"Not Posted, Both Sides 2nd Fri",
8,OCEAN VIEW BL,3300 - 3499,S 33RD ST - I-15 NB OFF RA,"Not Posted, Both Sides Wed & Every Other Tue",
8,OCEAN VIEW HILLS PY,4700 - 4799,DENNERY RD - KENTMERE TR,"Not Posted, Both Sides Odd Month 4th Fri",
8,OCEAN VIEW HILLS PY,4800 - 4899,KENTMERE TR - LYNDHURST TR,"Not Posted, Both Sides Odd Month 4th Fri",
8,OCEAN VIEW HILLS PY,4900 - 4969,LYNDHURST TR - HIDDEN TRAILS DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,OCEAN VIEW HILLS PY,4970 - 4999,LIGHTHOUSE VIEW PL - STARFISH WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,OCEAN VIEW HILLS PY,5000 - 5049,STARFISH WY - SEA DRIFT WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,OCEAN VIEW HILLS PY,5050 - 5099,SEA DRIFT WY - BREAKERS WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,OCEAN VIEW HILLS PY,5100 - 5269,BREAKERS WY - SEA FIRE PT,"Not Posted, Both Sides Odd Month 4th Fri",
8,OCEAN VIEW HILLS PY,5270 - 5349,SEA FIRE PT - HIDDEN TRAILS RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,OCEAN VIEW HILLS PY,5350 - 5399,HIDDEN TRAILS RD - OTAY MESA RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,OFFSHORE PT,550 - 579,BEGIN - RED SAILS WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,OFFSHORE PT,580 - 599,RED SAILS WY - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,OKEEFE ST,3050 - 3099,BEGIN - JANSE WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,OKEEFE ST,3100 - 3149,JANSE WY - TRIDLE WY,"Not Posted, Both Sides Odd Month 4th Fri",
8,OKEEFE ST,3150 - 3299,TRIDLE WY - ANELLA RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,OKEEFE ST,3300 - 3399,ANELLA RD - END,"Not Posted, Both Sides Odd Month 4th Fri",
8,ORCHID WY,800 - 999,VIA PAPEETE - REEF DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,OREO LN,1100 - 1129,GREEN BAY ST - RHINE ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ORO VISTA RD,1300 - 1549,GROVE AV - IRIS AV,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ORO VISTA RD,1550 - 1799,IRIS AV - SR-905 EB ON RA,"Not Posted, Both Sides Wed",
8,ORO VISTA RD,1800 - 1899,SR-905 EB ON RA - ALOSTA ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,ORO VISTA RD,1900 - 1999,ALOSTA ST - INTERNATIONAL RD,"Not Posted, Both Sides Odd Month 3rd Fri",
8,OSBORN ST,2000 - 2099,BIRCH ST - COTTONWOOD ST,"Not Posted, Both Sides 2nd Fri",
8,OSBORN ST,2100 - 2199,COTTONWOOD ST - I-5 NB ON RA,"Not Posted, Both Sides 2nd Fri",
8,OSBORN ST,2200 - 2299,I-5 NB ON RA - DIVISION ST,"Not Posted, Both Sides 2nd Fri",
8,OTAY CENTER CT,2200 - 2299,BEGIN - OTAY CENTER DR,"Not Posted, Both Sides Wed",
8,OTAY CENTER DR,2300 - 2329,HARVEST RD - OTAY CENTER CT,"Not Posted, Both Sides Wed",
8,OTAY CENTER DR,2330 - 2499,OTAY CENTER CT - SIEMPRE VIVA RD,"Not Posted, Both Sides Wed",
8,OTAY CENTER DR,2500 - 2539,SIEMPRE VIVA RD - NICOLA TESLA CT,"Not Posted, Both Sides Wed",
8,OTAY CENTER DR,2540 - 2599,NICOLA TESLA CT - CUSTOMHOUSE PZ,"Not Posted, Both Sides Wed",
8,OTAY HEIGHTS CT,1650 - 1699,CAM MAQUILADORA - END,"Not Posted, Both Sides Thu",
8,OTAY MESA CENTER RD,1600 - 1699,OTAY MESA RD - ST ANDREWS AV,"Not Posted, Both Sides Wed",
8,OTAY MESA RD,4100 - 4499,BEYER BL - OTAY MESA PL,"Not Posted, Both Sides Odd Month 4th Fri",
8,OTAY MESA RD,4500 - 4599,OTAY MESA PL - PISTOL RANGE RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,OTAY MESA RD,4600 - 4699,PISTOL RANGE RD - REMINGTON HILLS DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,OTAY MESA RD,4700 - 4949,REMINGTON HILLS DR - HAWKEN DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,OTAY MESA RD,4950 - 5147,HAWKEN DR - CRESCENT BAY DR,"Not Posted, Both Sides Odd Month 4th Fri",
8,OTAY MESA RD,5148 - 5199,CRESCENT BAY DR - BAY CREST LN,"Not Posted, Both Sides Odd Month 4th Fri",
8,OTAY MESA RD,5200 - 5249,BAY CREST LN - AIRWAY RD,"Not Posted, Both Sides Odd Month 4th Fri",
8,OTAY MESA RD,9300 - 9499,HARVEST RD - SANYO AV,"Not Posted, Both Sides Wed",
8,OTAY MESA RD,9500 - 9599,SANYO AV - END,"Not Posted, Both Sides Wed",
8,OTAY PACIFIC DRIVE,0 - 0,BEGIN - OTAY PACIFIC PL,"Not Posted, Both Sides Wed",
8,OTAY PACIFIC DRIVE,0 - 0,OTAY PACIFIC PL - SIEMPRE VIVA RD,"Not Posted, Both Sides Wed",
8,OTAY PACIFIC PLACE,0 - 0,OTAY PACIFIC DR - LAS CALIFORNIAS,"Not Posted, Both Sides Wed",
8,OTAY VALLEY RD,700 - 849,CITY BOUNDARY - AVNDA DE LAS VISTAS,"Not Posted, Both Sides Thu",
8,OTAY VALLEY RD,850 - 5799,AVNDA DE LAS VISTAS - DATSUN ST,"Not Posted, Both Sides Thu",
8,OTONO ST,1270 - 1279,ENERO CT - DEL SOL BL,"Not Posted, Both Sides Odd Month 3rd Fri",
8,OTONO ST,1280 - 1299,DEL SOL BL - MARCWADE CT,"Not Posted, Both Sides Odd Month 3rd Fri",
8,OTONO ST,1300 - 1349,MARCWADE CT - ARRUZA ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,OTONO ST,1350 - 1399,ARRUZA ST - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,OUTER RD,1000 - 1099,HOLLISTER ST - CORONADO (SB) AV,"Not Posted, Both Sides Wed",
8,PACIFIC RIM CT,1600 - 1649,OTAY MESA RD - CAM MAQUILADORA,"Not Posted, Both Sides Thu",
8,PACIFIC RIM CT,1650 - 1699,CAM MAQUILADORA - END,"Not Posted, Both Sides Thu",
8,PACIFIC RIVIERA WY,4500 - 4549,BEGIN - RIVIERA SUMMIT RD,"Not Posted, Both Sides Odd Month 3rd Fri",
8,PACIFIC RIVIERA WY,4550 - 4619,RIVIERA SUMMIT RD - RIVIERA SHORES ST,"Not Posted, Both Sides Odd Month 3rd Fri",
8,PADRE TULLIO DR,100 - 199,MT CARMEL DR - LASHLEE LN,"Not Posted, Both Sides Odd Month 3rd Fri",
8,PADRE TULLIO DR,200 - 299,LASHLEE LN - AVNDA DE LA CRUZ,"Not Posted, Both Sides Odd Month 3rd Fri",
8,PADUA HILLS PL,200 - 299,AVNDA DE LA CRUZ - END,"Not Posted, Both Sides Odd Month 3rd Fri",
8,PALM (SB) (FTG) AV,0 - 0,PICCARD AV - TWINING AV,"Not Posted, Both Sides Odd Month 3rd Fri",
